human,mouse
PTGER3,Ptger3
MROH2B,Mroh2b
SNAI1,Snai1
TTC26,Ttc26
MAL,Mal
MYCBP2,Mycbp2
TMEM150C,Tmem150c
VDR,Vdr
FGFR1OP,Fgfr1op
NCBP3,Ncbp3
FAM83G,Fam83g
LRRN4CL,Lrrn4cl
ANTXR2,Antxr2
POLR3H,Polr3h
RASGRF1,Rasgrf1
PIK3CG,Pik3cg
ZNF383,Zfp383
TMPPE,Tmppe
PAQR4,Paqr4
PHF20L1,Phf20l1
PRPF3,Prpf3
ST6GAL1,St6gal1
FAM104A,Fam104a
SMIM15,Smim15
CCDC71L,Ccdc71l
SNRNP48,Snrnp48
ELOC,Eloc
RPS6KA6,Rps6ka6
PGM2L1,Pgm2l1
DTX1,Dtx1
TMEM123,Tmem123
COX7B2,Cox7b2
HIGD1B,Higd1b
ELP6,Elp6
SERTAD2,Sertad2
PEX7,Pex7
LZTFL1,Lztfl1
NPFFR1,Npffr1
RHOF,Rhof
MPP2,Mpp2
FAM187A,Ccdc103
KLK4,Klk4
RPS27L,Rps27l
HACD2,Hacd2
TOB2,Tob2
FOXN1,Foxn1
OR5D18,Olfr73
OR5D18,Olfr74
OR5D18,Olfr1161
C4orf50,Gm1043
FAM86C1,Eef2kmt
ABCB6,Abcb6
MCMDC2,Mcmdc2
CYP4A22,Cyp4a31
CYP4A22,Cyp4a29
CYP4A22,Cyp4a12b
CYP4A22,Cyp4a14
CYP4A22,Cyp4a32
CYP4A22,Cyp4a12a
CYP4A22,Cyp4a30b
CYP4A22,Cyp4a10
OAS1,Oas1g
OAS1,Oas1e
OAS1,Oas1b
OAS1,Oas1d
OAS1,Oas1f
OAS1,Oas1c
OAS1,Oas1h
OAS1,Oas1a
SERINC1,Serinc1
MRPL15,Mrpl15
FAN1,Fan1
LYSMD2,Lysmd2
PSMD5,Psmd5
S100A16,S100a16
GGT7,Ggt7
ANKS6,Anks6
FSCB,Fscb
LDLRAD4,Ldlrad4
NFKB1,Nfkb1
RNU6-43P,Gm26063
RNA5SP481,Gm26197
RNU6-434P,Gm25652
SNORD68,Snord68
RN7SL518P,Gm27853
SNORA11C,Gm22676
SNORA72,Gm23758
PCGEM1,Gm27330
RNU6-889P,Gm23641
RNA5SP246,Gm24971
RNU6-1117P,Gm23678
RNU6-1117P,Gm25696
RNU6-1117P,Gm24316
Mico1,Gm27528
RNU6-561P,Gm25024
RNU6-561P,Gm22349
RNU6-561P,Gm23080
RNU6-561P,Gm23306
RNU6-561P,Gm24801
RNU6-561P,Gm22263
RNU6-561P,Gm25903
RNU6-561P,Gm24437
RNU6-561P,Gm24569
RNU6-561P,Gm24218
RNU6-561P,Gm22885
RNU6-561P,Gm25465
RN7SKP208,Gm23780
RN7SKP74,Gm25372
RNU6-1099P,Gm22974
U6,Gm24854
RNA5SP360,n-R5s94
RNU6-65P,Gm23463
SNORD89,Snord89
RNU6-380P,Gm25792
RNY1P4,Gm24379
RNU6-1299P,Gm23463
AC145212.1,Tekt4
RNU6ATAC17P,Gm22105
RNU6ATAC17P,Gm25338
RNU6ATAC17P,Gm24833
RNU1-24P,Gm25005
RNA5SP242,n-R5s71
RNU1-46P,Gm25682
RNU2-29P,Gm25106
RNA5S8,Gm22291
RNU6-16P,Gm26285
RNU1-91P,Gm22248
RNU1-91P,Gm23078
RNU6-682P,Gm23341
RMST_5,Gm27582
COL25A1,Col25a1
TAF1,Taf1
OSTC,Ostc
RCOR2,Rcor2
IFT81,Ift81
SIPA1,Sipa1
RP11-286H14.4,Map2k2
ARHGAP32,Arhgap32
KIF13B,Kif13b
CAPSL,Capsl
FLI1,Fli1
MBLAC1,Mblac1
PRLH,Prlh
SYT7,Syt7
WDR26,Wdr26
ATXN10,Atxn10
PRDM13,Prdm13
OR8B12,Olfr874
OR8B12,Olfr876
OR8B12,Olfr875
OR8B2,Olfr918
OR8B2,Olfr147
MLPH,Mlph
CTSE,Ctse
PCDHGA9,Pcdhga9
OR2T1,Olfr31
PCDHGB6,Pcdhga8
PCDHGB6,Pcdhga11
PCDHGB6,Pcdhga6
PCDHGB6,Pcdhga5
HOXB2,Hoxb2
NUP85,Nup85
CPQ,Cpq
PCDHGC5,Pcdhgc5
OR2T4,Olfr331
OR2T4,Olfr328
OR2T4,Olfr329-ps
OR2T4,Olfr224
OR2T4,Olfr330
OR2T4,Olfr325
PCDHGC3,Pcdhgc3
ZNF251,Zfp251
OR2T8,Olfr314
SC5D,Sc5d
ATAD2,Atad2
SYT17,Syt17
ITPRIPL2,Itpripl2
IGHV4-28,Ighv3-5
IGHV4-28,Ighv3-6
IGHV4-28,Ighv3-8
IGHV4-28,Ighv3-4
IGHV4-28,Ighv3-3
IGHV4-28,Ighv12-3
IGHV4-28,Ighv3-1
MIXL1,Mixl1
IGHV3-15,Ighv10-1
IGHV3-15,Ighv13-2
IGHV3-15,Ighv10-3
IGHV3-15,Ighv6-3
IGHV3-15,Ighv6-5
IGHV3-15,Ighv6-6
ARL8A,Arl8a
HYOU1,Hyou1
ESR1,Esr1
FAM222A,Fam222a
FBLL1,Fbll1
CYB561,Cyb561
MFSD13A,Mfsd13a
ST7,St7
G6PC,G6pc
CD68,Cd68
LIMS2,Lims2
FTMT,Ftmt
R3HCC1,R3hcc1
SLC25A45,Slc25a45
EPHA1,Epha1
IGHG3,Ighg1
IGHG3,Ighg3
IGHG3,Ighg2c
IGHG3,Ighg2b
SLC2A12,Slc2a12
RIOX2,Riox2
MED25,Med25
NT5C3B,Nt5c3b
TTC19,Ttc19
OR10P1,Olfr796
ERICH3,Erich3
ODF3L1,Odf3l1
PRAMEF17,AC133095.2
PRAMEF17,AC140325.2
PRAMEF17,Pramef25
PRAMEF17,Gm13040
PRAMEF17,Pramef12
PRAMEF17,C87499
PRAMEF17,A430089I19Rik
PRAMEF17,Gm12800
PRAMEF17,AC133095.1
PRAMEF17,Oog4
PRAMEF17,Gm12790
PRAMEF17,AC140325.3
PRAMEF17,AC140365.1
PRAMEF17,Pramel7
PRAMEF17,Gm13089
PRAMEF17,BC061212
PRAMEF17,E330014E10Rik
PRAMEF17,Gm10436
PRAMEF17,AC123873.2
PRAMEF17,AC125178.2
PRAMEF17,AC163611.2
PRAMEF17,AC140325.1
PRAMEF17,Gm13088
PRAMEF17,Gm3259
PRAMEF17,Gm16429
PRAMEF17,Oog3
PRAMEF17,Pramel4
PRAMEF17,D5Ertd577e
PRAMEF17,Gm6509
PRAMEF17,Gm13101
PRAMEF17,Gm13043
PRAMEF17,Gm10424
PRAMEF17,Gm13102
PRAMEF17,Pramef17
PRAMEF17,AC165294.2
PRAMEF17,AC125178.1
PRAMEF17,Gm13125
PRAMEF17,Gm3147
PRAMEF17,Gm12794
PRAMEF17,Gm7942
PRAMEF17,Pramel6
PRAMEF17,Gm7982
PRAMEF17,Gm16427
PRAMEF17,AC140325.4
PRAMEF17,Oog1
PRAMEF17,AC124606.2
PRAMEF17,C87977
PRAMEF17,Gm6367
PRAMEF17,Gm6502
PRAMEF17,AC123873.3
PRAMEF17,Pramel5
PRAMEF17,Pramel1
PRAMEF17,Gm7971
PRAMEF17,Pramef8
PRAMEF17,Pramef6
PRAMEF17,AC124606.1
PRAMEF17,Gm3183
PRAMEF17,AC163611.1
PRAMEF17,Gm13103
PRAMEF17,Gm16367
PRAMEF17,AC125178.3
PRAMEF17,Gm3286
PRAMEF17,BC080695
PRAMEF17,Gm13057
PRAMEF17,B020004J07Rik
PRAMEF17,Gm13128
PRAMEF17,C130073F10Rik
PRAMEF17,Oog2
PRAMEF17,Gm6205
PRAMEF17,AC123873.1
PRAMEF17,Gm13023
PRAMEF17,Gm2042
PRAMEF17,Gm13084
PRAMEF17,Gm13078
PRAMEF17,Gm16513
PRAMEF17,AC165294.1
PRAMEF17,C87414
PRAMEF17,Gm6351
PRAMEF17,Gm7978
PRAMEF17,Gm13083
CCDC155,Ccdc155
TBX18,Tbx18
UBA3,Uba3
KLHDC8A,Klhdc8a
LPO,Lpo
IMPDH1,Impdh1
SNRPG,Snrpg
RRP7A,Rrp7a
TMEM211,Tmem211
TMEM252,Tmem252
SEC22B,Sec22b
RPTOR,Rptor
PABPN1L,Pabpn1l
SOX1,Sox1
SLC19A3,Slc19a3
CAPN1,Capn1
LITAF,Litaf
EDNRB,Ednrb
ZPR1,Zpr1
CNTD1,Cntd1
TFEC,Tfec
EFCAB3,Efcab3
KIR3DL2,Kir3dl2
KIR3DL2,Kir3dl1
VMP1,Vmp1
RIPK4,Ripk4
KIR3DL1,Kir3dl2
KIR3DL1,Kir3dl1
NTS,Nts
ZBTB48,Zbtb48
RP11-26J3.4,Tpd52
MYL9,Myl9
LRRIQ1,Lrriq1
PITX3,Pitx3
KLHL32,Klhl32
VSIG10L,Vsig10l
CEP41,Cep41
ELP4,Elp4
SNX32,Snx32
FAM159B,Fam159b
KBTBD8,Kbtbd8
SREK1IP1,Srek1ip1
ITGB1,Itgb1
MTF1,Mtf1
LHFPL2,Lhfpl2
TMPRSS2,Tmprss2
RBM24,Rbm24
DLD,Dld
LIPN,Lipn
OPN1LW,Opn1mw
CIT,Cit
ADAMTSL3,Adamtsl3
TRBC2,Trbc2
TRBC2,Trbc1
P3H1,P3h1
EP400,Ep400
SEC24A,Sec24a
TRBV30,Trbv31
HECA,Heca
NDUFB5,Ndufb5
GSG1L,Gsg1l
LIPK,Lipk
CNTNAP3,Cntnap3
TRPC1,Trpc1
RPS14,Rps14
GPR179,Gpr179
BASP1,Basp1
SAR1B,Sar1b
UCP2,Ucp2
HARS2,Hars2
ZNF697,Zfp697
PTCD3,Ptcd3
LTBP1,Ltbp1
GSTA3,Gsta3
HTR1A,Htr1a
PRLHR,Prlhr
CBWD3,Cbwd1
FAM71F1,Fam71f1
HDAC6,Hdac6
SPARCL1,Sparcl1
CD47,Cd47
C17orf98,1700001P01Rik
PARN,Parn
KLF14,Klf14
MS4A14,Ms4a14
LRRC31,Lrrc31
TSLP,Tslp
BRIX1,Brix1
GS1-393G12.13,Fbxl6
CAPN2,Capn2
PCDHA5,Pcdha5
PCDHAC1,Pcdhac1
KLHDC7B,Klhdc7b
FAM47E-STBD1,Fam47e
CTD-2587H24.4,Dnaaf3
GP6,Gp6
RP4-533D7.6,Pik3r3
RP4-533D7.6,RP23-276M23.6
DEFB129,Defb23
BAIAP2,Baiap2
OR9K2,Olfr825
OR9K2,Olfr826
NEUROD4,Neurod4
PRAMEF11,AC133095.2
PRAMEF11,AC140325.2
PRAMEF11,Pramef25
PRAMEF11,Gm13040
PRAMEF11,Pramef12
PRAMEF11,C87499
PRAMEF11,A430089I19Rik
PRAMEF11,Gm12800
PRAMEF11,AC133095.1
PRAMEF11,Oog4
PRAMEF11,Gm12790
PRAMEF11,AC140325.3
PRAMEF11,AC140365.1
PRAMEF11,Pramel7
PRAMEF11,Gm13089
PRAMEF11,BC061212
PRAMEF11,E330014E10Rik
PRAMEF11,Gm10436
PRAMEF11,AC123873.2
PRAMEF11,AC125178.2
PRAMEF11,AC163611.2
PRAMEF11,AC140325.1
PRAMEF11,Gm13088
PRAMEF11,Gm3259
PRAMEF11,Gm16429
PRAMEF11,Oog3
PRAMEF11,Pramel4
PRAMEF11,D5Ertd577e
PRAMEF11,Gm6509
PRAMEF11,Gm13101
PRAMEF11,Gm13043
PRAMEF11,Gm10424
PRAMEF11,Gm13102
PRAMEF11,Pramef17
PRAMEF11,AC165294.2
PRAMEF11,AC125178.1
PRAMEF11,Gm13125
PRAMEF11,Gm3147
PRAMEF11,Gm12794
PRAMEF11,Gm7942
PRAMEF11,Pramel6
PRAMEF11,Gm7982
PRAMEF11,Gm16427
PRAMEF11,AC140325.4
PRAMEF11,Oog1
PRAMEF11,AC124606.2
PRAMEF11,C87977
PRAMEF11,Gm6367
PRAMEF11,Gm6502
PRAMEF11,AC123873.3
PRAMEF11,Pramel5
PRAMEF11,Pramel1
PRAMEF11,Gm7971
PRAMEF11,Pramef8
PRAMEF11,Pramef6
PRAMEF11,AC124606.1
PRAMEF11,Gm3183
PRAMEF11,AC163611.1
PRAMEF11,Gm13103
PRAMEF11,Gm16367
PRAMEF11,AC125178.3
PRAMEF11,Gm3286
PRAMEF11,BC080695
PRAMEF11,Gm13057
PRAMEF11,B020004J07Rik
PRAMEF11,Gm13128
PRAMEF11,C130073F10Rik
PRAMEF11,Oog2
PRAMEF11,Gm6205
PRAMEF11,AC123873.1
PRAMEF11,Gm13023
PRAMEF11,Gm2042
PRAMEF11,Gm13084
PRAMEF11,Gm13078
PRAMEF11,Gm16513
PRAMEF11,AC165294.1
PRAMEF11,C87414
PRAMEF11,Gm6351
PRAMEF11,Gm7978
PRAMEF11,Gm13083
OPN1MW3,Opn1mw
CCDC182,Ccdc182
NPTX1,Nptx1
NXPE4,Nxpe4
BCAT1,Bcat1
NOC4L,Noc4l
PLA2G4F,Pla2g4f
TMEM63A,Tmem63a
IPO9,Ipo9
CFL1,Cfl1
NOL3,Nol3
PRKAB2,Prkab2
PYCRL,Pycrl
DCAF12L1,Dcaf12l1
DCAF12L1,Dcaf12l2
SOAT2,Soat2
OPA3,Opa3
POLQ,Polq
BRI3BP,Bri3bp
CA8,Car8
CCNG1,Ccng1
TLX3,Tlx3
BIRC5,Birc5
CTTNBP2,Cttnbp2
TOX,Tox
TRBV2,Trbv3
HFM1,Hfm1
ADAM2,Adam2
C5orf30,D1Ertd622e
RP11-343C2.9,Cog8
C4orf36,1700016H13Rik
TRIM47,Trim47
CTU1,Ctu1
CLDN5,Cldn5
MLXIP,Mlxip
TRPM8,Trpm8
OSBPL1A,Osbpl1a
SLC10A6,Slc10a6
P2RX1,P2rx1
POLR1A,Polr1a
GLYAT,Glyat
DDX52,Ddx52
RAB28,Rab28
PTPN1,Ptpn1
NLRP4,Nlrp4b
NLRP4,Nlrp4e
NLRP4,Nlrp4c
NLRP4,Nlrp4a
NLRP4,Nlrp4f
ABCA6,Abca6
PLEC,Plec
PENK,Penk
NYAP1,Nyap1
ACP2,Acp2
ONECUT2,Onecut2
STAP1,Stap1
RFPL4A,Rfpl4
CNTF,Cntf
GTF3C1,Gtf3c1
MROH6,Mroh6
LRSAM1,Lrsam1
OR6B3,Olfr1415
OR6B3,Olfr1414
OR6B3,Olfr1416
LPXN,Lpxn
LRFN4,Lrfn4
C15orf38-AP3S2,Arpin
BTG4,Btg4
COLCA2,Gm684
AHSA2,Ahsa2
SHC1,Shc1
KLK12,Klk12
PRKD1,Prkd1
PLSCR3,Plscr3
C11orf87,AI593442
PTPRCAP,Ptprcap
HEBP2,Hebp2
BCCIP,Bccip
CKAP2,Ckap2
ZNF853,Zfp853
HGD,Hgd
FAM117A,Fam117a
U2AF2,U2af2
FLVCR1,Mfsd7b
OR2AT4,Olfr521
OR2AT4,Olfr520
HJURP,Hjurp
PBRM1,Pbrm1
ANAPC15,Anapc15-ps
PLCL2,Plcl2
CUTA,Cuta
TMEM95,Tmem95
FAM35A,Fam35a
PNLIPRP1,Pnliprp1
SLAMF9,Slamf9
GLUD1,Glud1
ERMARD,Ermard
GRIK3,Grik3
ZNF865,Zfp865
PRAP1,Prap1
IFT122,Ift122
IFT27,Ift27
COMMD8,Commd8
MGEA5,Mgea5
OR8J3,Olfr1062
OR8J3,Olfr1045
OR8J3,Olfr1057
SEC61B,Gm10320
SEC61B,Sec61b
MYLK,Mylk
KRT8,Krt8
CYP8B1,Cyp8b1
ASF1B,Asf1b
SLC35G1,Slc35g1
YJEFN3,Yjefn3
OR5L2,Olfr1157
OR5L2,Olfr1156
ANKRD63,Ankrd63
WNT8A,Wnt8a
ETNK2,Etnk2
OR6K2,Olfr420
JRKL,Jrkl
SERPINB12,Serpinb12
CTB-16J4.1,Gm8773
SLC2A1,Slc2a1
MRM1,Mrm1
SLC13A2,Slc13a2
SYCE2,Syce2
ZNF239,Zfp239
COG4,Cog4
TRIM40,Trim40
TOGARAM1,Fam179b
TEF,Tef
PPA1,Ppa1
MAML2,Maml2
TRIM71,Trim71
SLC16A6,Slc16a6
TGFBR1,Tgfbr1
RIMBP3,Rimbp3
HOTAIRM1_2,Gm27861
SMAD5-AS1_1,Gm27698
RN7SL18P,Gm24105
GNAS-AS1_4,Gm27869
SNORD42A,Snord42a
RNA5SP309,Gm25488
LINC00901,Gm27717
RNA5SP195,n-R5s26
RNU6-5P,Gm24803
RNU6-5P,Gm26317
RNU6-120P,Gm23643
MALAT1,Gm27465
MALAT1,Gm27694
RNU6-1031P,Gm25626
RNU1-119P,Gm23738
RNA5SP22,Gm23662
SNORD38A,Snord38a
RNU6-1086P,Gm23042
RNU6-389P,Gm23314
RNU6-312P,Gm23941
mascRNA-menRNA,Gm27702
RNU4-2,Gm24407
RNU1-2,Gm22042
RNU1-2,Gm24136
RNU1-2,Rnu1b6
RNU1-2,Gm24405
RNU1-2,Rnu1b1
RNU1-2,Rnu1b2
RNU1-2,Gm22614
RNU1-2,Gm25890
RNU1-2,Gm26110
RNU1-2,Gm24830
RNU1-2,Gm26232
RNA5SP155,Gm23782
RNU6-152P,Gm24296
RN7SKP116,Gm22669
SNORA7A,Gm27991
SNORA7A,Snora7a
RNU6-693P,Gm22960
RNU11-2P,Gm22472
RNU11-2P,Gm25097
RNU6-885P,Gm26017
SNORD83B,Snord83b
RNU6-1288P,Gm23958
RNU6ATAC25P,Gm22105
RNU6ATAC25P,Gm25338
RNU6ATAC25P,Gm24833
MIAT_exon5_1,Gm27627
RNU6-1316P,Gm22450
RNA5SP457,n-R5s194
RNA5SP391,Gm23152
AC171558.2,Olfr734
RNA5SP241,Gm25488
SNORA27,Gm23202
SNORA8,Gm25791
SNORA8,Gm26236
RNU6-1220P,Gm23955
SNORD97,Gm23262
RNA5S2,n-R5s100
SNORD114-12,Gm23347
RNU7-172P,Gm22841
SNORA30,Snora30
SNORA30,Gm25133
RNA5SP523,n-R5s88
Y_RNA,Gm25427
RNA5SP128,n-R5s201
RNY4P37,Gm24629
SNORD72,Snord72
SNORD110,Snord110
RNU6-1232P,Gm22297
RNU6-1232P,Gm26371
RN7SKP3,Gm24883
RNA5SP377,n-R5s193
Six3os1_2,Gm27801
RNA5SP456,n-R5s150
MSH4,Msh4
CSNK2A1,Gm10031
CSNK2A1,Csnk2a1
RABGGTB,Rabggtb
SLC36A1,Slc36a1
SLC36A2,Slc36a2
ACR,Acr
ACAD8,Acad8
SNX9,Snx9
KIAA1429,1110037F02Rik
RP4-816N1.8,4933413G19Rik
HIST3H2A,Hist3h2a
SEC14L3,Sec14l3
USP44,Usp44
PASK,Pask
TBCE,Tbce
CNTNAP2,Cntnap2
ACADS,Acads
C8orf34,A830018L16Rik
ZNF692,Zfp692
MRPS7,Mrps7
LARS,Lars
ANAPC11,Anapc11
TACO1,Taco1
MILR1,Milr1
SPA17,Spa17
TULP3,Tulp3
H2BFM,H2bfm
CD46,Cd46
TMEM266,Tmem266
GRAMD1B,Gramd1b
STUM,Stum
KCTD16,Kctd16
PCDHGB2,Pcdhgb2
PCDHGA1,Pcdhga1
TRAP1,Trap1
OR2L3,Olfr167
EXTL3,Extl3
OR2L2,Olfr167
OR2L8,Olfr167
ZBED8,Zbed5
CEACAM6,Ceacam1
CEACAM6,Ceacam2
CCDC157,Ccdc157
ARHGAP39,Arhgap39
MCM4,Mcm4
ARHGEF5,Arhgef5
RNF215,Rnf215
SORL1,Sorl1
SYNGR1,Syngr1
TXNDC9,Txndc9
CROCC2,Crocc2
GCGR,Gcgr
KCTD21,Kctd21
CBX1,Cbx1
RP11-514P8.7,Polr2j
BLM,Blm
USP2,Usp2
NVL,Nvl
MS4A10,Ms4a10
NT5C,Nt5c
POC1B-GALNT4,Galnt4
OR2B11,Olfr222
PRDX4,Prdx4
IRF2BP2,Irf2bp2
ARFGEF1,Arfgef1
MICALL2,Micall2
PDE6G,Pde6g
NDUFC2-KCTD14,Ndufc2
UNCX,Uncx
CCNC,Ccnc
ICAM2,Icam2
IGHV1-18,Ighv1-39
IGHV1-18,Ighv1-12
IGHV1-18,Ighv14-3
IGHV1-18,Ighv1-5
IGHV1-18,Ighv1-42
IGHV1-18,Ighv1-72
IGHV1-18,Ighv1-62-2
IGHV1-18,Ighv1-4
IGHV1-18,Ighv1-23
IGHV1-18,Ighv1-47
IGHV1-18,Ighv1-59
IGHV1-18,Ighv1-58
IGHV1-18,Ighv1-31
IGHV1-18,Ighv1-50
IGHV1-18,Ighv1-62-1
IGHV1-18,Ighv1-55
IGHV1-18,Ighv1-84
IGHV1-18,Ighv1-54
IGHV1-18,Ighv1-66
IGHV1-18,Ighv1-34
IGHV1-18,Ighv1-71
IGHV1-18,Ighv1-43
IGHV1-18,Ighv15-2
IGHV1-18,Ighv1-53
IGHV1-18,Ighv1-7
IGHV1-18,Ighv1-56
IGHV1-18,Ighv1-63
IGHV1-18,Ighv1-69
IGHV1-18,Ighv1-20
IGHV1-18,Ighv1-61
IGHV1-18,Ighv14-4
IGHV1-18,Ighv1-77
IGHV1-18,Ighv1-74
IGHV1-18,Ighv1-62-3
IGHV1-18,Ighv1-9
IGHV1-18,Ighv14-2
IGHV1-18,Ighv1-15
IGHV1-18,Ighv14-1
IGHV1-18,Ighv1-64
REXO4,Rexo4
PCDHB1,Pcdhb1
OR5H2,Olfr196
OR5H2,Olfr186
OR5H2,Olfr187
OR5H2,Olfr183
OR5H2,Olfr191
OR5H2,Olfr190
OR5H2,Olfr193
KITLG,Kitl
SLFN12L,Slfn2
SLFN12L,Slfn3
SLFN12L,Slfn1
SLFN12L,Slfn4
PLA2G4E,Pla2g4e
NLRC3,Nlrc3
TM9SF3,Tm9sf3
SLC6A16,Slc6a16
TMEM26,Tmem26
LRCH3,Lrch3
FAM114A2,Fam114a2
KLHL35,Klhl35
CPA1,Cpa1
LILRB4,Lilra5
AP1M1,Ap1m1
TEX12,Tex12
FGG,Fgg
RAPSN,Rapsn
DCAF12L2,Dcaf12l1
DCAF12L2,Dcaf12l2
ZMAT2,Zmat2
PRR3,Prr3
TAF1A,Taf1a
LIPF,Lipf
TTC27,Ttc27
TM4SF20,Tm4sf20
FOXN4,Foxn4
RAB37,Rab37
SLC9A3R1,Slc9a3r1
GMPR,Gmpr
NT5DC1,Nt5dc1
B9D1,B9d1
CCDC134,Ccdc134
TRBV4-2,Trbv5
TRBV4-2,Trbv2
PROCA1,Proca1
TMUB1,Tmub1
TMEM102,Tmem102
OR10Q1,Olfr1494
OR10Q1,Olfr1491
OR10Q1,Olfr1495
RP11-104H15.12,Gm39566
ZFP2,Zfp2
DCHS1,Dchs1
LRIG1,Lrig1
ACTL6B,Actl6b
ZNF354B,Zfp354b
NARS,Nars
NSMAF,Nsmaf
SYTL3,Sytl3
ASCL3,Ascl3
LRR1,Lrr1
VPS4A,Vps4a
GNRHR,Gnrhr
SSMEM1,Ssmem1
KCNK3,Kcnk3
PTPN12,Ptpn12
TRIM16,Trim16
KCNC2,Kcnc2
CABYR,Cabyr
EBP,Ebp
APBB3,Sra1
OPALIN,Opalin
SIX3,Six3
CCZ1B,Ccz1
RP4-583P15.14,Lime1
EPHA7,Epha7
CTU2,Ctu2
C3orf38,4930453N24Rik
HSPB11,Hspb11
OR8H1,Olfr1098
OR8H1,Olfr1100
OR8H1,Gm13723
OR8H1,Olfr1097
OR8H1,Olfr1099
SAMD4A,Samd4
ARHGDIB,Arhgdib
MEPCE,Mepce
ARHGEF25,Arhgef25
RSL1D1,Rsl1d1
EXOC3L4,Exoc3l4
PKHD1L1,Pkhd1l1
CCT3,Cct3
ZNF711,Zfp711
COG7,Cog7
ANGEL2,Angel2
KCNT2,Kcnt2
ZMYND12,Zmynd12
ANAPC4,Anapc4
TMPRSS9,Tmprss9
B3GNT9,B3gnt9
AKIP1,Akip1
RTP4,Rtp4
C1S,C1s2
C1S,C1s1
CHTF18,Chtf18
ZBTB18,Zbtb18
KNSTRN,Knstrn
RNF166,Rnf166
KRT31,Krt34
KRT31,Krt33b
KRT31,Krt31
KRT31,Krt33a
SALL3,Sall3
BDH1,Bdh1
PLXNB2,Plxnb2
DAAM2,Daam2
ZNF622,Zfp622
FSTL1,Fstl1
APOPT1,Apopt1
CDC42EP4,Cdc42ep4
CFAP20,Cfap20
WDR93,Wdr93
MARCH11,March11
ARHGAP19-SLIT1,Arhgap19
PLEKHF1,Plekhf1
LY6E,Ly6e
OSBPL2,Osbpl2
CANT1,Cant1
NEUROD6,Neurod6
CRY2,Cry2
KIFC1,Kifc1
KIFC1,Kifc5b
NPR1,Npr1
SMIM19,Smim19
SETD1B,Setd1b
FIZ1,Fiz1
MSL3,Msl3l2
MSL3,Msl3
SKP1,Skp1a
CTD-2410N18.5,Skp1a
ABCB8,Abcb8
DNAJC30,Dnajc30
PRPF39,Prpf39
CYB561D2,Cyb561d2
PRDM16,Prdm16
ASIC3,Asic3
ARMCX2,Armcx2
TXNDC5,Txndc5
GLIS1,Glis1
PKMYT1,Pkmyt1
KIF5C,Kif5c
GABRA4,Gabra4
RGS14,Rgs14
GTF3C6,Gtf3c6
ATXN3,Atxn3
ZNF451,Zfp451
SRSF10,Srsf10
DSP,Dsp
TYRO3,Tyro3
TEX22,Tex22
NOS3,Nos3
TECPR2,Tecpr2
SOBP,Sobp
SOD3,Sod3
SEMA3G,Sema3g
TAF10,Taf10
ARPC5L,Arpc5l
SPAG5,Spag5
PRDX1,Prdx1
SGK494,BC030499
DNASE2,Dnase2a
SLURP1,Slurp1
LY6K,Ly6k
CAND2,Cand2
TRRAP,Trrap
GSK3B,Gsk3b
ARHGEF33,Arhgef33
ALDOC,Aldoc
ADGRB1,Adgrb1
C11orf97,1700012B09Rik
PIK3AP1,Pik3ap1
ZNF750,Zfp750
ELOVL7,Elovl7
NAXD,Naxd
BMPR1A,Bmpr1a
SYN3,Syn3
REG1A,Reg1
REG1A,Reg2
HAMP,Hamp2
HAMP,Hamp
FAM133B,Fam133b
SOX9,Sox9
OLFML2A,Olfml2a
TMEM9,Tmem9
SGPP1,Sgpp1
FBXO7,Fbxo7
SAP30BP,Sap30bp
ING5,Ing5
MYBL1,Mybl1
TMEM167A,Tmem167
GJA1,Gja1
ART5,Art5
IFNE,Ifne
GIMAP6,Gimap6
USP17L13,Usp17ld
USP17L13,Usp17lb
USP17L13,Usp17la
USP17L13,Usp17le
USP17L13,Usp17lc
FKBP1B,Fkbp1b
ANKRD23,Gm42417
ANKRD23,Ankrd23
KLK15,Klk15
FAM13B,Fam13b
REG3G,Reg3b
REG3G,Reg3g
REG3G,Reg3a
NAT10,Nat10
RNA5SP386,n-R5s159
RNU1-150P,Gm22741
SNORA57,Snora57
SNORA57,Gm26132
RN7SKP296,Gm26023
SCARNA18,Scarna17
SCARNA18,Gm25443
SNORA40,Gm22382
RN7SKP122,Gm22262
RNA5SP434,n-R5s54
RNU6-240P,Gm26101
RNU6-240P,Gm24502
RNU1-80P,Gm24621
RNU6-925P,Gm23733
SNORD114-6,Gm25854
RN7SL187P,Gm27853
RNA5SP522,n-R5s215
RNVU1-7,Gm22042
RNVU1-7,Gm24136
RNVU1-7,Rnu1b6
RNVU1-7,Gm24405
RNVU1-7,Rnu1b1
RNVU1-7,Rnu1b2
RNVU1-7,Gm22614
RNVU1-7,Gm25890
RNVU1-7,Gm26110
RNVU1-7,Gm24830
RNVU1-7,Gm26232
HOXA11-AS1_2,Gm27492
U6,Gm25886
TUG1_1,Gm27640
RN7SKP135,Gm23085
U8,Gm25369
RNA5SP95,n-R5s46
RNU6-745P,Gm24686
SNORA73B,Snora73b
SNORA73B,Gm22053
SNORA73B,Snora73a
RNU2-66P,Gm25475
Six3os1_3,Gm27610
RN7SKP281,Gm24140
RN7SKP281,Gm22344
RNU6-1083P,Gm23302
RNU6-647P,Gm23926
RNU6-905P,Gm25812
RNU6-101P,Gm22069
SCARNA7,Gm22009
